Index;File1_Sentences;File2_Sentences;File1_Frequency;File2_Frequency
724;;Но сразу хочу сказать – мы с Правительством договорились, хочу и публично тоже об этом сказать: это, конечно, сложный и очень капиталоёмкий проект, там сплошные тоннели и мосты, дорогой проект.;Counter();Counter({'и': 3, 'хочу': 2, 'сказать': 2, 'проект': 2, 'но': 1, 'сразу': 1, 'мы': 1, 'с': 1, 'правительством': 1, 'договорились': 1, 'публично': 1, 'тоже': 1, 'об': 1, 'этом': 1, 'это': 1, 'конечно': 1, 'сложный': 1, 'очень': 1, 'капиталоёмкий': 1, 'там': 1, 'сплошные': 1, 'тоннели': 1, 'мосты': 1, 'дорогой': 1})
725;;Но тем не менее прошу Правительство представить схему его финансирования.;Counter();Counter({'но': 1, 'тем': 1, 'не': 1, 'менее': 1, 'прошу': 1, 'правительство': 1, 'представить': 1, 'схему': 1, 'его': 1, 'финансирования': 1})
726;;Проработайте это.;Counter();Counter({'проработайте': 1, 'это': 1})
727;;Мы уже привели в порядок федеральные трассы и практически 85 процентов дорог в крупных агломерациях.;Counter();Counter({'в': 2, 'мы': 1, 'уже': 1, 'привели': 1, 'порядок': 1, 'федеральные': 1, 'трассы': 1, 'и': 1, 'практически': 1, '85': 1, 'процентов': 1, 'дорог': 1, 'крупных': 1, 'агломерациях': 1})
728;;Надо строго выдерживать этот уровень.;Counter();Counter({'надо': 1, 'строго': 1, 'выдерживать': 1, 'этот': 1, 'уровень': 1})
729;;При этом в предстоящие годы особый акцент сделаем на развитии именно региональных дорог.;Counter();Counter({'при': 1, 'этом': 1, 'в': 1, 'предстоящие': 1, 'годы': 1, 'особый': 1, 'акцент': 1, 'сделаем': 1, 'на': 1, 'развитии': 1, 'именно': 1, 'региональных': 1, 'дорог': 1})
730;;Более доступными должны стать авиаперелёты.;Counter();Counter({'более': 1, 'доступными': 1, 'должны': 1, 'стать': 1, 'авиаперелёты': 1})
731;;Нужно повысить так называемую авиационную мобильность граждан, к 2030 году интенсивность авиасообщения в России должна вырасти в полтора раза к уровню прошлого года.;Counter();Counter({'к': 2, 'в': 2, 'нужно': 1, 'повысить': 1, 'так': 1, 'называемую': 1, 'авиационную': 1, 'мобильность': 1, 'граждан': 1, '2030': 1, 'году': 1, 'интенсивность': 1, 'авиасообщения': 1, 'россии': 1, 'должна': 1, 'вырасти': 1, 'полтора': 1, 'раза': 1, 'уровню': 1, 'прошлого': 1, 'года': 1})
732;;Для этого планируем ускорить и развитие внутри- и межрегионального воздушного сообщения.;Counter();Counter({'и': 2, 'для': 1, 'этого': 1, 'планируем': 1, 'ускорить': 1, 'развитие': 1, 'межрегионального': 1, 'воздушного': 1, 'сообщения': 1})
733;;И здесь перед Правительством стоит конкретная задача: за шесть лет провести модернизацию инфраструктуры не менее 75 аэропортов – это больше трети аэропортовой сети России.;Counter();Counter({'и': 1, 'здесь': 1, 'перед': 1, 'правительством': 1, 'стоит': 1, 'конкретная': 1, 'задача': 1, 'за': 1, 'шесть': 1, 'лет': 1, 'провести': 1, 'модернизацию': 1, 'инфраструктуры': 1, 'не': 1, 'менее': 1, '75': 1, 'аэропортов': 1, 'это': 1, 'больше': 1, 'трети': 1, 'аэропортовой': 1, 'сети': 1, 'россии': 1})
734;;Направим на эти цели не менее 250 миллиардов рублей.;Counter();Counter({'направим': 1, 'на': 1, 'эти': 1, 'цели': 1, 'не': 1, 'менее': 1, '250': 1, 'миллиардов': 1, 'рублей': 1})
735;;Это будет прямое бюджетное финансирование.;Counter();Counter({'это': 1, 'будет': 1, 'прямое': 1, 'бюджетное': 1, 'финансирование': 1})
736;;Предстоит обновить и воздушный парк наших авиакомпаний за счёт собственных, отечественных самолётов.;Counter();Counter({'предстоит': 1, 'обновить': 1, 'и': 1, 'воздушный': 1, 'парк': 1, 'наших': 1, 'авиакомпаний': 1, 'за': 1, 'счёт': 1, 'собственных': 1, 'отечественных': 1, 'самолётов': 1})
